pl_name,hostname,pl_rade,pl_masse,pl_dens,pl_orbsmax,pl_orbper,st_mass,st_teff,st_rad,st_lum,pl_orbeccen,sy_dist,glon,glat,planet_type,hz_start_con,hz_end_con,hz_start_opt,hz_end_opt,in_hz,hz_dist,X_gal,Y_gal,Z_gal,pl_seff
TOI-6054.01,TOI-6054,2.64,12.5,3.7,0.0763,7.501428,1.107,6047.0,1.662,0.52244,0.164,79.407,142.89335,4.40504,Mega-Earth,1.3550360203758827,3.164597320322454,1.7498732331567106,3.0430758050730256,Too_hot,1.6735732331567106,-63.14111577145056,47.76477197200778,6.098992260888497,571.9932767443414
TOI-6054.02,TOI-6054,2.82,9.3,2.25,0.1079,12.563636,1.107,6047.0,1.662,0.52244,0.332,79.407,142.89335,4.40504,Icy-Solid,1.3550360203758827,3.164597320322454,1.7498732331567106,3.0430758050730256,Too_hot,1.6419732331567105,-63.14111577145056,47.76477197200778,6.098992260888497,286.02046649188316
TOI-6130 b,TOI-6130,14.3474953,333.71982735,0.64,0.036,2.392679,1.31,6110.0,1.51,0.4609,0.036,220.882,82.42579,-35.24688,Gas-giant,1.2592339583743821,2.9330024752343107,1.623646496104581,2.820377151909883,Too_hot,1.5876464961045809,23.777027919221112,178.81446794237922,-127.47116113777427,2229.9493482634803
TOI-615 b,TOI-615,18.97680433,138.25535705,0.084,0.0678,4.6615983,1.449,6850.0,1.732,0.7679,0.39,360.408,261.99981,2.71409,Gas-giant,1.746524626373016,3.958689103763387,2.2113519933130448,3.8067169724794785,Too_hot,2.1435519933130447,-50.104015726626756,-356.50001853813296,17.066073197336188,1274.7957656804585
TOI-622 b,TOI-622,9.2362001,96.30200732,0.507,0.0708,6.402513,1.313,6400.0,1.415,0.47407,0.42,123.297,263.18581,-5.54922,Gas-giant,1.264449803353448,2.9109863423287066,1.6186196582717236,2.799218727196386,Too_hot,1.5478196582717236,-14.560615130341127,-121.85229858620939,-11.922920165938972,594.2969270181442
TOI-6255 b,TOI-6255,1.079,1.44,6.32069624450958,0.005314683767792129,0.23818244,0.353,3421.0,0.37,-1.774695608807876,0.0,20.3167,91.25241,-13.18873,Super-Earth,0.10521546747746781,0.27688730530625094,0.1387421645023991,0.2662405523161187,Too_hot,0.13342748073460697,-0.43234820349535646,19.776097196047864,-4.635445352218288,594.7706568693816
TOI-628 b,TOI-628,11.88154,2011.8639,6.58,0.0486,3.4095675,1.311,6250.0,1.345,0.39445,0.072,178.68,209.71654,-2.39199,Mega-Earth,1.1601997146760858,2.6867789108900983,1.4907596563704293,2.58361405067723,Too_hot,1.4421596563704293,-155.04630273627768,-88.49617975533965,-7.457384026664205,1049.97138046792
TOI-6303 b,TOI-6303,11.59,2493.0,8.82,0.0761,9.485236,0.644,3977.0,0.609,-1.08672,0.02,152.219,149.23316,-15.69515,Mega-Earth,0.22920348995297124,0.5894690986274648,0.30334605269963116,0.566809429138769,Too_hot,0.22724605269963116,-125.9183626751432,74.96367082766635,-41.178124753956276,14.141995231155144
TOI-6324 b,TOI-6324,1.059,1.17,5.432062312443067,0.005397121297639007,0.279221,0.269,3247.0,0.293,-2.0680469584698913,0.0,20.5488,107.87039,9.6839,Super-Earth,0.0753222255358279,0.19958610019354028,0.09918406464234703,0.19191108080777367,Too_hot,0.09378694334470802,-6.215852026231969,19.278706870629087,3.45656280491859,293.51390745132915
TOI-6330 b,TOI-6330,10.89,3179.0,13.57,0.05763,6.8500246,0.531,3539.0,0.49,-1.43168,0.34,139.042,128.49414,-8.78307,Mega-Earth,0.1557676594062422,0.40799092911763996,0.20559603297801926,0.39230392529372404,Too_hot,0.14796603297801925,-85.52968948743573,107.54813244163755,-21.230854634206583,11.143529339220152
TOI-6383 A b,TOI-6383 A,11.29,331.0,1.26,0.02292,1.79058695,0.458,3444.0,0.457,-1.48678,0.05,171.319,144.09842,6.09973,Gas-giant,0.1464961627102921,0.38516978854792855,0.19321280040675776,0.370359565449459,Too_hot,0.17029280040675776,-137.98708393848554,99.89178969110606,18.204251686383223,62.056999514312714
TOI-640 b,TOI-640,19.2794468,181.16219199,0.138,0.06606048171076814,5.003777,1.536,6460.0,2.082,0.8301801686472549,0.013,341.997,245.47664,-18.12489,Gas-giant,1.9011073465027266,4.366771093169946,2.429954061492555,4.199112029458018,Too_hot,2.363893579781787,-134.90721591492573,-295.707314443756,-106.39161286278737,1549.875082733597
TOI-6420 b,TOI-6420,11.93756445,2606.1929374,8.4,0.0753,6.961508,1.165,6020.0,1.312,0.31175,0.078,634.712,240.63519,10.07299,Mega-Earth,1.0643122742334645,2.488516241014236,1.3753396832934088,2.392955384721343,Too_hot,1.300039683293409,-306.44524322504793,-544.6345553976236,111.0127781634807,361.5430751084547
TOI-654.01,TOI-654,2.378,8.71,3.59,0.01944,1.527561,0.419,3521.0,0.43,-1.60906,0.0,57.7553,258.94613,47.48243,Super-Earth,0.12704599751157275,0.3330035230239977,0.16766301938706882,0.3201996273756641,Too_hot,0.14822301938706883,-7.483671859380291,-38.30782461146703,42.56970644869659,65.09497713976803
TOI-6628 b,TOI-6628,10.98480109,235.19302118,0.98,0.134,18.18424,0.97,5463.0,1.01,-0.08778,0.67,320.527,331.22833,20.29202,Gas-giant,0.6871170688419078,1.6478970180704815,0.8989440486104916,1.5846006227239902,Too_hot,0.7649440486104916,263.5193479046616,-144.70135607034507,111.16037315655755,45.4998959253541
TOI-6651 b,TOI-6651,5.09,61.0,2.52,0.0633,5.056973,1.323,5940.0,1.721,0.52244,0.091,212.128,125.62193,-27.4215,Icy-Solid,1.3608019661245592,3.1928531812072785,1.7618589963529083,3.0702411496073534,Too_hot,1.6985589963529084,-109.66877100027038,153.05991367196756,-97.69192329983109,831.0603833121862
TOI-669 b,TOI-669,2.58606487,10.0,3.17,0.048,3.945152,0.9245,5597.0,0.9882,-0.06248,0.0,142.867,252.33673,43.94724,Super-Earth,0.7036139622144592,1.6768351353730397,0.9180422403783114,1.6124313528153706,Too_hot,0.8700422403783113,-31.21039950602992,-98.01199090548086,99.14908113753724,375.86987995189713
TOI-6695 b,TOI-6695,9.52763359,66.74396547,0.41,0.402,80.389,1.338,6400.0,1.517,0.54033,0.04,282.536,246.50468,10.63501,Gas-giant,1.3646824082773605,3.141739467692576,1.7469272148859565,3.021112062965497,Too_hot,1.3449272148859563,-110.70496223938767,-254.66086404440614,52.14256376255618,21.472266753346716
TOI-674 b,TOI-674,5.25,23.6,0.91,0.025,1.977143,0.42,3514.0,0.42,-1.61439,0.0,46.0851,279.02972,20.70965,Gas-giant,0.12628829678345602,0.33111061628377914,0.16665389986902185,0.3183794591609266,Too_hot,0.14165389986902185,6.765549516405764,-42.57306159080139,16.297184067712223,38.88033360571048
TOI-677 b,TOI-677,13.11450742,392.20025424,0.958779375233493,0.1041,11.2365985,1.181,6295.0,1.28,0.3626915233891463,0.46,141.812,274.33495,1.25835,Gas-giant,1.1166371787561369,2.5812426989394734,1.4331709301079312,2.482131818111457,Too_hot,1.329070930107931,10.716556936492891,-141.37220393623832,3.114274496178825,212.71105635409506
TOI-6894 b,TOI-6894,9.5836785,53.39517238,0.334,0.02604,3.37077196,0.207,3007.0,0.2276,-2.42597,0.029,73.8131,248.06382,66.64624,Gas-giant,0.05010168296163611,0.1340179385636084,0.06585989136447123,0.12886377696044032,Too_hot,0.039819891364471234,-10.93077722142276,-27.141625857798154,67.76595005414539,5.530291713526696
TOI-7041 b,TOI-7041,11.43316031,114.41822652,0.42214640456009384,0.09098846845361908,9.691,1.07,4700.0,4.1,0.88081,0.04,439.52,324.60739,-63.64837,Gas-giant,2.1578848689669523,5.369015396671291,2.8529345216165414,5.162707196246419,Too_hot,2.761946053162922,159.0408164190665,-112.99355502857706,-393.84807430627444,917.9886046699177
TOI-7149 b,TOI-7149,13.2,224.0,0.53,0.02603,2.65206166,0.344,3363.0,0.351,-1.91542,0.078,126.126,34.97142,41.96707,Gas-giant,0.08958574387128015,0.23629847554994027,0.1180764195331151,0.22721217896483223,Too_hot,0.0920464195331151,76.84556765467798,53.7507402744663,84.34088289659516,17.932121128118894
TOI-733 b,TOI-733,1.992,5.72,3.98,0.0618,4.884765,0.956,5585.0,0.949,-0.08619,0.046,75.2092,277.34362,15.24205,Super-Earth,0.6849990433757142,1.6333894369201487,0.8939781073385277,1.5706539587491604,Too_hot,0.8321781073385277,9.27506200743739,-71.96841796392397,19.772298934826388,214.70049702830391
TOI-756 b,TOI-756,2.81,9.83,2.42,0.018,1.2392495,0.505,3657.0,0.505,-1.38722,0.0,86.1759,302.37654,17.39802,Icy-Solid,0.16350411003184814,0.42620611585068796,0.21599809645547366,0.4098197042963302,Too_hot,0.19799809645547367,44.03443141611072,-69.45000006427892,25.76726764213654,126.54208612400146
TOI-757 b,TOI-757,2.5,10.5,3.6,0.122,17.46819,0.8,5278.0,0.78,-0.37675,0.39,60.3418,298.48507,27.14923,Mega-Earth,0.49631094371694795,1.2008780900137699,0.6515024136758095,1.1547476283186235,Too_hot,0.5295024136758095,25.60798163701877,-47.193357138577625,27.53454458873024,28.21826701468903
TOI-762 A b,TOI-762 A,8.33948164,79.77493016,0.76,0.03418,3.4716826,0.442,3266.0,0.425,-1.73283,0.083,98.4458,284.96094,11.27684,Gas-giant,0.11075726110431985,0.29326143822292644,0.14586680846422345,0.2819842612661611,Too_hot,0.11168680846422345,24.924151894402435,-93.27249979842726,19.25105117486172,15.835284967734186
TOI-763 b,TOI-763,2.28,9.79,4.51,0.06,5.6057,0.917,5450.0,0.897,-0.1965404584873622,0.04,95.1274,304.27626,23.09689,Super-Earth,0.6065650632420482,1.4556100117169302,0.793758277670139,1.3996990838128507,Too_hot,0.733758277670139,49.279843946997445,-72.30588701071916,37.31726028143936,176.66765348681068
TOI-763 c,TOI-763,2.63,9.32,2.82,0.1011,12.2737,0.917,5450.0,0.897,-0.1965404584873622,0.04,95.1274,304.27626,23.09689,Icy-Solid,0.6065650632420482,1.4556100117169302,0.793758277670139,1.3996990838128507,Too_hot,0.692658277670139,49.279843946997445,-72.30588701071916,37.31726028143936,62.22390035548809
TOI-771 b,TOI-771,1.36,2.47,5.4,0.0208,2.3260155,0.22,3370.0,0.232,-2.20343,0.055,25.2788,294.66043,-11.9871,Super-Earth,0.06429419809213223,0.1695405335594562,0.08474630453350161,0.16302127640220607,Too_hot,0.06394630453350161,10.317324068877266,-22.47233965875817,-5.250190830738489,14.469160365719452
TOI-776 b,TOI-776,1.798,5.0,4.8,0.0653,8.24662,0.542,3725.0,0.547,-1.2872315926780078,0.052,27.1701,290.576,23.94395,Super-Earth,0.18315195591680045,0.4760861470966399,0.24206748775381018,0.45778261744234267,Too_hot,0.17676748775381018,8.727166534436577,-23.24781350302971,11.026788545109575,12.104365938284314
TOI-776 c,TOI-776,2.047,6.9,4.4,0.1001,15.665323,0.542,3725.0,0.547,-1.2872315926780078,0.089,27.1701,290.576,23.94395,Super-Earth,0.18315195591680045,0.4760861470966399,0.24206748775381018,0.45778261744234267,Too_hot,0.14196748775381018,8.727166534436577,-23.24781350302971,11.026788545109575,5.151103217838981
TOI-778 b,TOI-778,15.4,878.0,1.3,0.06,4.633611,1.4,6643.0,1.71,0.76042,0.21,161.743,312.13301,47.13485,Gas-giant,1.7431754854457586,3.9777996254865085,2.2180272188638526,3.82508420317299,Too_hot,2.1580272188638525,73.81389471310383,-81.5969015442135,118.55063329508934,1599.990850756931
TOI-782 b,TOI-782,2.734,19.1,7.99,0.0578,8.0240015,0.397,3370.0,0.413,-1.70246,0.19,52.5122,291.30742,43.15288,Mega-Earth,0.11446080183648007,0.3018273186515522,0.15087100014348168,0.29022130405397106,Too_hot,0.09307100014348169,13.920521178118785,-35.690632796812686,35.91558115265052,5.938603407744328
TOI-784 b,HD 307842,1.93,9.67,7.4,0.038,2.7970365,0.91,5558.0,0.907,-0.15282260979651335,0.0,64.5997,288.70144,-4.55163,Super-Earth,0.635107320027817,1.516341334629977,0.8293276054030746,1.4581007122912704,Too_hot,0.7913276054030746,20.64771666210658,-60.99600316078627,-5.126464194814732,487.09110296064125
TOI-815 b,TOI-815,2.94,7.6,1.64,0.0903,11.197259,0.776,4869.0,0.77,-0.5249708051535753,0.2,59.7117,276.65818,11.36084,Mini-Neptune,0.4250817032856102,1.0490868781060243,0.5611494405377634,1.0087786703312513,Too_hot,0.4708494405377634,6.787665200880251,-58.14687918103114,11.762447003805192,36.61454943328893
TOI-815 c,TOI-815,2.62,23.5,7.2,0.193,34.976145,0.776,4869.0,0.77,-0.5249708051535753,0.22,59.7117,276.65818,11.36084,Mega-Earth,0.4250817032856102,1.0490868781060243,0.5611494405377634,1.0087786703312513,Too_hot,0.3681494405377634,6.787665200880251,-58.14687918103114,11.762447003805192,8.015203935367042
TOI-836 b,TOI-836,1.704,4.53,5.02,0.0422,3.81673,0.678,4552.0,0.665,-0.7692590495278481,0.053,27.5024,336.931,29.77712,Super-Earth,0.3245140337503015,0.8131148675682823,0.4294329912054921,0.7818678253080398,Too_hot,0.3872329912054921,21.96220461624066,-9.353632804991888,13.65844528135458,95.52478052715011
TOI-836 c,TOI-836,2.587,9.6,3.06,0.075,8.59545,0.678,4552.0,0.665,-0.7692590495278481,0.078,27.5024,336.931,29.77712,Super-Earth,0.3245140337503015,0.8131148675682823,0.4294329912054921,0.7818678253080398,Too_hot,0.3544329912054921,21.96220461624066,-9.353632804991888,13.65844528135458,30.242551138483563
TOI-849 b,TOI-849,3.64,41.8,5.6,0.0155,0.765548,0.97,5257.0,0.97,-0.19121597707592566,0.0,225.734,225.97455,-75.86016,Mega-Earth,0.6150091328094409,1.4895881602771242,0.8076005446110275,1.432366595957495,Too_hot,0.7921005446110275,-38.32414236112307,-39.650550104836086,-218.89479834995683,2679.9125751404117
TOI-858 B b,TOI-858 B,14.06727078,349.6112477,0.69,0.04435,3.2797178,1.081,5842.0,1.308,0.25285,0.15,250.489,264.98368,-46.1432,Gas-giant,1.001624611209933,2.360368225103737,1.2998139871104089,2.269721461705926,Too_hot,1.2554639871104087,-15.175420863032612,-172.88865627195324,-180.62103491871662,910.0447564528191
TOI-892 b,TOI-892,11.99363,301.9385,0.9650133344228272,0.092,10.62656,1.28,6261.0,1.39,0.43136,0.125,340.543,215.92197,-19.34353,Gas-giant,1.2100570624447562,2.800997229741759,1.554394676035864,2.6934471518209557,Too_hot,1.462394676035864,-260.20966809438494,-188.51248895459318,-112.798515005094,318.99534480165534
TOI-905 b,TOI-905,13.125739,211.99261,0.515,0.04666,3.739494,0.968,5570.0,0.918,-0.13668,0.024,158.649,313.65698,-11.44948,Gas-giant,0.6467077064609192,1.5431678938185784,0.8442671231283818,1.4838972376888435,Too_hot,0.7976071231283818,107.34218445573579,-112.49616593973859,-31.49243220409625,335.2976665867155
TOI-908 b,TOI-908,3.186,16.137,2.742,0.041657,3.183792,0.95,5626.0,1.028,-0.022926213046873756,0.132,175.748,296.14549,-33.63672,Icy-Solid,0.7355334624052406,1.7505344287307898,0.9591029018628658,1.6833009235957568,Too_hot,0.9174459018628658,64.47703262612247,-131.3499342066797,-97.35125346717858,546.6354670914096
TOI-954 b,TOI-954,9.550068,55.30242,0.35,0.04963,3.6849729,1.201,5710.0,1.892,0.53529,0.14,238.768,221.97775,-46.1886,Gas-giant,1.3939148040121774,3.3045794125057384,1.814300822107239,3.1776639830719295,Too_hot,1.764670822107239,-122.8817551090341,-110.55685267843334,-172.3003610302734,1392.5200262336418
TrES-1 b,TrES-1,12.66617,266.9772,0.7244442968064859,0.04152015066698115,3.03007,1.04,5230.0,0.85,-0.3148667467844339,0.0,159.658,67.46434,13.44081,Gas-giant,0.533972228926841,1.294998135343011,0.7014975570801896,1.245250935124197,Too_hot,0.6599774064132085,59.51429747994369,143.42767336808754,37.11102089253214,280.9411860953165
TrES-2 b,TrES-2,15.24424,473.5667,0.7371070847632029,0.03962757316542641,2.47063,1.36,5850.0,1.12,0.119348155986969,0.0,215.32,79.84865,17.8079,Gas-giant,0.8586465626182042,2.0227089462955217,1.1140639171365665,1.9450298054112585,Too_hot,1.0744363439711402,36.13164700227364,201.79422099973684,65.85057976975187,838.2107049633042
TrES-3 b,TrES-3,14.975,607.03,0.994,0.02282,1.30618581,0.928,5650.0,0.829,-0.20412,0.0,231.337,63.34033,27.28979,Gas-giant,0.5964640577695927,1.417972961650381,0.7773641480310131,1.3635128926398337,Too_hot,0.7545441480310131,92.24571591396453,183.73226105622138,106.06597810650065,1200.1864514496137
TrES-4 b,TrES-4,18.04649,247.9074,0.23258302610754064,0.0467621884175652,3.55395,1.08,6200.0,1.66,0.5620715803910095,0.0,515.98,63.03882,26.9935,Gas-giant,1.4098584077932208,3.2715808809633766,1.813811325472773,3.14595883415832,Too_hot,1.7670491370552077,208.45275257596893,409.797721405738,234.19786052431613,1668.3298697927748
WASP-100 b,WASP-100,14.90797,400.4658,0.6664639524898154,0.03605314784071696,2.84938,0.77,6900.0,1.57,0.6994843140853727,0.0,364.411,275.10711,-38.85259,Gas-giant,1.611796751138218,3.64781118103945,2.038426749400816,3.5077755004299163,Too_hot,2.002373601560099,25.262355411650642,-282.66298294819705,-228.60189935974435,3851.216514004302
WASP-101 b,WASP-101,16.02887,162.0933,0.21703166683915368,0.05141264964052994,3.58572,1.41,6380.0,1.31,0.4061139525140617,0.0,201.224,232.32233,-14.23405,Gas-giant,1.1701561673709058,2.695974754001843,1.4986652821759365,2.5924617865927857,Too_hot,1.4472526325354065,-119.21593305312898,-154.3716979305596,-49.4776551617791,963.7712778349421
WASP-102 b,WASP-102,14.90794433,197.68926915,0.32,0.041,2.709813,1.08,5990.0,1.375,0.33860133220769223,0.0,535.689,79.18241,-34.37046,Gas-giant,1.0990341397579753,2.573039187192281,1.421238947769127,2.4742313536025624,Too_hot,1.380238947769127,82.98589621054064,434.30287234295196,-302.4186846505931,1297.2796896146854
WASP-104 b,WASP-104,12.745,404.263,1.074,0.02918,1.7554137,1.076,5475.0,0.963,-0.12692228538442335,0.0,185.932,239.72025,53.63984,Gas-giant,0.6565231065110001,1.573627670041779,0.8587180019776812,1.5131843435631676,Too_hot,0.8295380019776812,-55.58118233283108,-95.19301277866475,149.73219798228286,876.813321574657
WASP-105 b,WASP-105,10.76064,572.094,2.65,0.075,7.87288,0.89,5070.0,0.9,-0.31919449747012246,0.0,169.272,285.86339,-64.9435,Icy-Solid,0.5346402168763118,1.3066975076973277,0.7040628470299228,1.256496710096593,Too_hot,0.6290628470299229,19.595718166160093,-68.9585052161941,-153.34191329150863,85.24775992264897
WASP-106 b,WASP-106,12.10569916,613.40882551,1.9065453975413689,0.0901,9.28969,1.175,6002.0,1.47,0.4001072801695713,0.023,352.181,260.53098,48.89142,Neptune-like,1.1791182673501406,2.759094393498856,1.5243599157301932,2.6531423446436375,Too_hot,1.4342599157301932,-38.094076278279026,-228.3998069277819,265.3560368803706,309.4978940230457
WASP-11 b,WASP-11,12.44199,251.0857,0.7188184192732667,0.052835961983250905,3.72247,1.42,4800.0,0.89,-0.4239663908899418,0.0,124.73,155.01832,-23.46286,Gas-giant,0.47871375468567856,1.1853847599607705,0.6323774480717511,1.1398379921430581,Too_hot,0.5795414860885002,-103.71258147299126,48.321604763972196,-49.66181488067675,134.95046056234062
WASP-113 b,WASP-113,15.793481,150.96925,0.228,0.05885,4.54216874538,1.318,5890.0,1.608,0.4453219142911552,0.0,435.156,79.82831,58.02919,Gas-giant,1.2476829854940843,2.93391807179825,1.6173134539759897,2.8212472560928448,Too_hot,1.5584634539759896,40.68995642590829,226.78815966246535,369.1506500318939,805.0613550616829
WASP-114 b,WASP-114,15.008851,562.24127,0.97,0.02851,1.5487743,1.289,5940.0,1.43,0.3581065011727816,0.012,523.337,67.32589,-32.27271,Gas-giant,1.1262328187913468,2.642482982662627,1.4581573757028234,2.5410062818611254,Too_hot,1.4296473757028234,170.5750652758616,408.29094024335495,-279.4356290638913,2806.1576532459426
WASP-116 b,WASP-116,13.67495645,203.41018048,0.43,0.065,6.6132,1.25,6250.0,1.426,0.4440477667258782,0.0,559.243,166.97141,-56.84619,Gas-giant,1.228376891179665,2.8446629352668755,1.5783616294886156,2.735435766302566,Too_hot,1.5133616294886156,-297.9704326272932,68.9485218866531,-468.2012982239044,657.9926666887601
WASP-117 b,WASP-117,11.88154,95.349,0.3134474211601056,0.09903045114554271,10.02165,1.29,6040.0,1.22,0.24915606215190758,0.3,157.963,271.16031,-60.52943,Gas-giant,0.9895296644526226,2.311674653272584,1.2780817614596633,2.222905376847546,Too_hot,1.1790513103141207,1.57369800113739,-77.69813865213773,-137.52393280296488,180.97498407222983
WASP-118 b,WASP-118,16.14096,163.36462,0.233,0.05453,4.0460435,1.32,6410.0,1.696,0.6385724602345435,0.0,376.658,136.18028,-59.47876,Gas-giant,1.527542667101882,3.5153305675339626,1.954914700806015,3.3803595767054935,Too_hot,1.900384700806015,-138.01898482001258,132.44666582904316,-324.4686263786114,1463.1924948922647
WASP-119 b,WASP-119,15.6926,390.9309,0.7,0.0363,2.49979,1.02,5650.0,1.2,0.11884492969088749,0.058,302.448,279.71955,-43.3667,Gas-giant,0.8651008596184879,2.056602760988784,1.12747513272292,1.9776148456195297,Too_hot,1.09117513272292,37.12001063389215,-216.71573890156563,-207.6804902413516,997.7728437257856
WASP-120 b,WASP-120,16.510857,1541.4755,2.0,0.0514,3.6112706,1.393,6450.0,1.87,0.734210717931953,0.057,381.174,252.18689,-46.68406,Neptune-like,1.702860606318653,3.912869646897754,2.177103169018859,3.762637280589897,Too_hot,2.125703169018859,-79.99423803666255,-248.9571513622243,-277.33531499349357,2052.506210755399
WASP-123 b,WASP-123,14.773462,285.72917,0.521,0.04263,2.9776412,1.166,5740.0,1.285,0.20574247124440448,0.0,197.996,5.19559,-19.48704,Gas-giant,0.9526563677651432,2.255374883181875,1.2391396762645714,2.1687563064688455,Too_hot,1.1965096762645715,185.8872969386618,16.902643299655217,-66.0502044078776,883.7141438812087
WASP-124 b,WASP-124,13.89916,190.698,0.43,0.0449,3.37265,1.07,6050.0,1.02,0.09651048845159435,0.017,448.637,17.2569,-54.86633,Gas-giant,0.8297260232464091,1.9375216631518708,1.0714173752081095,1.8631203239313585,Too_hot,1.0265173752081096,246.5619202809653,76.59206819506078,-366.90057553234504,619.4664732109626
WASP-129 b,WASP-129,10.42437,317.83,1.6,0.0628,5.748145,1.0,5900.0,0.9,-0.0558182882348895,0.096,301.462,289.98899,19.13693,Neptune-like,0.7004226728599255,1.646308190516417,0.9077117569968884,1.5830855369962609,Too_hot,0.8449117569968885,97.356779433465,-267.6455667150515,98.8273522873226,222.97820976106968
WASP-13 b,WASP-13,13.67498,114.4188,0.2467084648673838,0.04676453733508534,4.35301,0.72,5950.0,1.37,0.32379764354489543,0.0,227.537,190.92869,44.53647,Gas-giant,1.0821825534479081,2.538013320237414,1.4007905040592037,2.4405488801969932,Too_hot,1.3540259667241183,-159.2478390780779,-30.749006190461376,159.58606059509574,963.7499300195943
WASP-130 b,WASP-130,9.97601,390.9309,2.34,0.1012,11.55098,1.04,5625.0,0.96,-0.08267878046937906,0.0,172.256,310.94556,19.75783,Icy-Solid,0.6866630890606147,1.6343013904063646,0.8953971125139,1.5715320666406352,Too_hot,0.7941971125139,106.2408800467844,-122.45094023220713,58.2303372747677,80.71610461108607
WASP-131 b,WASP-131,13.74221034,86.76715511,0.196277,0.0608,5.3220125,1.06,5990.0,1.561,0.4488017419999643,0.0,200.075,320.15263,29.95901,Gas-giant,1.2477034852088722,2.921101215423382,1.6134938163400778,2.8089273767080725,Too_hot,1.5526938163400779,133.08368048098356,-111.06767797928914,99.91351521653316,760.3167941667003
WASP-132 b,WASP-132,10.09929161,136.0305582,0.73,0.0674,7.1335164,0.789,4686.0,0.758,-0.57512,0.0163,122.91,320.27182,13.35247,Gas-giant,0.4039048668445718,1.0056245982822396,0.5340567554071236,0.966982469147465,Too_hot,0.4666567554071236,91.97296549896528,-76.43387263805097,28.38494021266114,58.55449057084188
WASP-132 c,WASP-132,1.841,6.26,5.47,0.01833,1.01153624,0.789,4686.0,0.758,-0.57512,0.0,122.91,320.27182,13.35247,Super-Earth,0.4039048668445718,1.0056245982822396,0.5340567554071236,0.966982469147465,Too_hot,0.5157267554071236,91.97296549896528,-76.43387263805097,28.38494021266114,791.6898373297381
WASP-133 b,WASP-133,13.56289,368.6828,0.88,0.0345,2.176423,1.16,5700.0,1.44,0.29251305319834864,0.17,559.084,7.63314,-40.25582,Gas-giant,1.054443275296834,2.500938494273106,1.3727512647115703,2.4048871982831113,Too_hot,1.3382512647115703,422.89355207820995,56.67502346486651,-361.28092169658106,1647.6875609449824
WASP-135 b,WASP-135,14.5717,603.877,1.16,0.0243,1.4013794,0.98,5675.0,0.96,-0.06730542414233803,0.0,298.214,54.91727,25.744,Gas-giant,0.6975136959469352,1.656279014604016,0.9085701964888079,1.592667064512795,Too_hot,0.8842701964888079,154.38843655993324,219.81333319023562,129.52952946868103,1450.3807555283972
WASP-139 b,WASP-139,8.9672,37.18611,0.31,0.062,5.924262,0.92,5310.0,0.8,-0.3411532953723527,0.0,212.472,247.79386,-56.82539,Gas-giant,0.5164175630797072,1.2476053067039627,0.6775244991566537,1.1996806436954148,Too_hot,0.6155244991566537,-43.940460048081746,-107.63983597686965,-177.84052537494242,118.59416608617995
WASP-14 b,WASP-14,15.46842,2809.6172,4.18577662108972,0.03939435692485854,2.24375,1.62,6475.0,1.4,0.4895038086875174,0.09,161.997,25.73857,66.33386,Mega-Earth,1.2836114469089912,2.9467607271796328,1.6400701021806217,2.8336225393264134,Too_hot,1.6006757452557632,58.5750341217518,28.238840072890383,148.37304774780807,1989.004555571913
WASP-140 b,WASP-140,16.14096,775.5052,1.1,0.0323,2.2359835,0.9,5260.0,0.87,-0.28472987182992293,0.047,117.598,214.79407,-46.25415,Gas-giant,0.5521704236715678,1.3371956705136454,0.7250475849221163,1.2858282434232835,Too_hot,0.6927475849221163,-66.77605729146653,-46.40031992874022,-84.95444712972554,497.58248363208526
WASP-141 b,WASP-141,13.56289,854.9627,1.98,0.0469,3.310651,1.25,5900.0,1.37,0.3091378271992743,0.0,516.543,215.5357,-34.93994,Neptune-like,1.0661989575756643,2.5060469122305458,1.3817390078730412,2.4098079840943085,Too_hot,1.3348390078730412,-344.5738375938175,-246.10620727487472,-295.83318954377967,926.386338323091
WASP-142 b,WASP-142,17.14977,266.9772,0.31,0.0347,2.052868,1.33,6010.0,1.64,0.4974742304242376,0.0,730.933,253.32733,18.16388,Gas-giant,1.3185698400537287,3.084338365100877,1.7043126483245599,2.9658970091195154,Too_hot,1.66961264832456,-199.2573394481593,-665.3121387389646,227.85811640498105,2611.050555932693
WASP-144 b,WASP-144,9.52765,139.8452,0.95,0.0316,2.2783152,0.81,5200.0,0.81,-0.3667279413856199,0.0,355.513,2.26178,-45.39233,Gas-giant,0.5036167633437828,1.2231510657793792,0.6619360513844164,1.1761631388704858,Too_hot,0.6303360513844164,249.46392432479405,9.852833602985562,-253.1010969938007,430.4254016284991
WASP-145 A b,WASP-145 A,10.0881,282.8687,1.6,0.0261,1.7690381,0.76,4900.0,0.68,-0.6219092081555889,0.0,91.299,336.10326,-43.0374,Neptune-like,0.37975449508384584,0.9358184352206649,0.501147163088576,0.8998628476408371,Too_hot,0.475047163088576,61.01080463336571,-27.03211422183413,-62.309340549286794,350.5982767789589
WASP-147 b,WASP-147,12.498035,87.40325,0.263,0.0549,4.60273,1.044,5702.0,1.429,0.2864619557935891,0.0,436.098,51.79261,-76.62822,Gas-giant,1.0470383230324538,2.483146690778176,1.3630510709822208,2.3877787959569794,Too_hot,1.3081510709822208,62.38032056853987,79.25021218327146,-424.2753411154986,641.6781731363504
